baseline,variant,model,nodes,budget_mib,status,capsule,cell_id,e2e_ms,l0_ms,act_ms,l1_ms,plan_ms,plan_comm_ms,total_ms,e2e_min,e2e_max,fail_reason
PLL-pv2,llc_l01_s1_pv2,K2,8,2,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b2_k8_isolated,7.506,5.149,0.012,2.322,0.942,0.333,8.762,7.332,7.586,
PLL-pv2,llc_l01_s1_pv2,K2,8,4,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b4_k8_isolated,9.28,6.001,0.019,3.164,1.035,0.425,10.723,9.005,9.856,
PLL-pv2,llc_l01_s1_pv2,K2,8,8,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b8_k8_isolated,13.041,7.562,0.029,5.447,1.231,0.333,14.578,12.556,13.49,
PLL-pv2,llc_l01_s1_pv2,K2,8,16,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b16_k8_isolated,21.557,11.243,0.057,10.213,1.341,0.325,23.345,20.882,22.45,
PLL-pv2,llc_l01_s1_pv2,K2,8,32,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b32_k8_isolated,39.363,20.036,0.121,18.873,1.828,0.527,41.687,37.932,40.589,
PLL-pv2,llc_l01_s1_pv2,K2,8,64,ok,20260830-131002_perlmutter_a4974c55,llc_l01_s1_pv2_trace-610042_b64_k8_isolated,73.506,36.902,0.241,36.431,2.527,0.483,76.493,70.582,76.959,
Slipstream,l01_slipstream,K2,8,1,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b1_k8_isolated,4.854,2.592,0.012,2.246,0.539,0.223,5.596,4.765,5.079,
Slipstream,l01_slipstream,K2,8,2,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b2_k8_isolated,5.914,3.027,0.013,2.866,0.55,0.556,7.008,5.798,6.066,
Slipstream,l01_slipstream,K2,8,4,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b4_k8_isolated,8.823,4.124,0.02,4.62,0.578,0.544,9.793,8.405,9.201,
Slipstream,l01_slipstream,K2,8,8,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b8_k8_isolated,12.836,6.098,0.038,6.675,0.66,0.61,13.994,12.639,13.309,
Slipstream,l01_slipstream,K2,8,16,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b16_k8_isolated,22.239,10.768,0.055,11.382,0.819,0.675,23.625,21.083,22.797,
Slipstream,l01_slipstream,K2,8,32,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b32_k8_isolated,41.207,19.833,0.128,21.076,1.06,0.657,42.784,40.176,43.992,
Slipstream,l01_slipstream,K2,8,64,ok,20260830-130714_perlmutter_fd222beb,l01_slipstream_trace-610042_b64_k8_isolated,77.422,36.979,0.167,40.848,1.55,0.901,79.699,75.172,81.942,
COMET,l01_allgather_dense,Qwen,8,1,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b1_k8_isolated,6.824,2.475,0.01,4.324,0.253,0.23,7.345,6.758,8.583,
COMET,l01_allgather_dense,Qwen,8,2,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b2_k8_isolated,7.606,3.043,0.015,4.566,0.268,0.245,8.109,7.537,7.879,
COMET,l01_allgather_dense,Qwen,8,4,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b4_k8_isolated,10.129,4.241,0.024,5.85,0.303,0.316,10.686,9.7,10.563,
COMET,l01_allgather_dense,Qwen,8,8,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b8_k8_isolated,16.548,7.448,0.049,8.866,0.363,0.573,17.278,14.582,18.277,
COMET,l01_allgather_dense,Qwen,8,16,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b16_k8_isolated,28.26,13.084,0.069,14.625,0.504,0.61,29.257,26.507,29.819,
COMET,l01_allgather_dense,Qwen,8,32,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b32_k8_isolated,53.268,25.416,0.099,27.598,0.784,1.028,54.774,48.628,55.347,
COMET,l01_allgather_dense,Qwen,8,64,ok,20260830-134020_perlmutter_4fcd5685,l01_allgather_dense_trace-a2e8ab_b64_k8_isolated,106.683,55.822,0.204,51.49,1.481,1.084,108.974,95.619,112.426,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,1,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b1_k8_isolated,4.202,2.487,0.01,1.715,1.29,0.223,5.612,4.147,4.347,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,2,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b2_k8_isolated,6.684,3.73,0.015,2.889,1.297,0.219,8.104,6.493,6.938,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,4,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b4_k8_isolated,11.687,6.388,0.023,5.188,1.457,0.319,13.278,11.503,11.96,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,8,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b8_k8_isolated,21.754,11.684,0.042,10.077,1.686,0.314,23.79,20.977,23.035,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,16,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b16_k8_isolated,41.718,22.209,0.083,19.353,2.301,0.237,44.289,40.994,42.09,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,32,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b32_k8_isolated,82.124,43.524,0.193,38.623,3.465,0.513,85.943,80.907,83.844,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,Qwen,8,64,ok,20260830-135814_perlmutter_e3c29058,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b64_k8_isolated,160.114,84.406,0.386,75.911,5.91,0.638,166.884,157.521,164.608,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,1,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b1_k8_isolated,4.378,2.382,0.015,1.988,0.787,0.223,5.354,4.327,4.438,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,2,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b2_k8_isolated,4.962,2.614,0.016,2.288,0.821,0.212,5.946,4.871,6.823,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,4,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,6.018,3.09,0.027,2.901,0.956,0.237,7.171,5.891,7.412,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,8,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b8_k8_isolated,9.013,4.284,0.046,4.653,1.123,0.243,10.368,8.677,9.228,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,16,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,15.735,7.533,0.083,8.102,1.269,0.612,17.42,15.128,16.123,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,32,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b32_k8_isolated,28.94,13.677,0.137,15.071,2.575,0.551,31.572,27.257,30.795,
OURS-s1,ours_l01_s1_pv2_r2,Qwen,8,64,ok,20260830-134936_perlmutter_e7a00154,ours_l01_s1_pv2_r2_trace-a2e8ab_b64_k8_isolated,54.871,25.485,0.326,28.883,3.936,0.257,59.208,52.551,57.1,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,1,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b1_k8_isolated,4.296,2.392,0.015,1.905,1.164,0.22,6.254,4.212,5.202,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,2,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b2_k8_isolated,4.825,2.583,0.016,2.234,1.19,0.214,6.946,4.717,6.062,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,4,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b4_k8_isolated,6.024,3.133,0.023,2.843,1.487,0.265,8.529,5.859,6.237,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,8,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b8_k8_isolated,8.828,4.319,0.045,4.505,1.538,0.296,11.136,8.534,9.798,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,16,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b16_k8_isolated,15.248,7.294,0.089,8.054,1.95,0.406,18.003,15.114,15.999,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,32,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b32_k8_isolated,28.191,13.384,0.129,15.163,3.257,0.496,32.631,26.606,29.693,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,Qwen,8,64,ok,20260830-135345_perlmutter_c28dc4df,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b64_k8_isolated,54.64,25.319,0.282,28.474,5.129,0.508,60.02,51.067,67.094,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,1,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b1_k8_isolated,6.41,4.62,0.009,1.779,0.892,0.336,7.634,6.364,6.651,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,2,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b2_k8_isolated,6.914,4.862,0.015,2.042,1.017,0.345,8.323,6.807,9.208,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,4,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b4_k8_isolated,8.497,5.555,0.023,2.882,1.2,0.532,10.149,8.104,9.244,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,8,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b8_k8_isolated,11.948,7.215,0.043,4.609,1.37,0.318,13.678,11.425,13.536,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,16,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b16_k8_isolated,19.492,10.738,0.093,8.637,1.811,0.527,21.674,18.793,21.0,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,32,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b32_k8_isolated,34.761,18.3,0.105,16.114,2.428,0.606,37.622,33.514,35.795,
PLL-pv2,llc_l01_s1_pv2,Qwen,8,64,ok,20260830-134640_perlmutter_6e772006,llc_l01_s1_pv2_trace-a2e8ab_b64_k8_isolated,64.161,32.65,0.286,31.118,3.479,0.356,67.863,62.1,65.536,
Slipstream,l01_slipstream,Qwen,8,1,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b1_k8_isolated,4.509,2.44,0.014,2.057,0.513,0.226,5.228,4.439,4.673,
Slipstream,l01_slipstream,Qwen,8,2,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b2_k8_isolated,5.334,2.808,0.013,2.516,0.531,0.643,6.443,5.152,5.536,
Slipstream,l01_slipstream,Qwen,8,4,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b4_k8_isolated,7.835,3.722,0.03,4.072,0.603,0.322,8.751,7.478,8.079,
Slipstream,l01_slipstream,Qwen,8,8,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b8_k8_isolated,12.667,5.734,0.035,6.887,0.708,0.498,13.888,12.15,13.703,
Slipstream,l01_slipstream,Qwen,8,16,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b16_k8_isolated,23.426,11.073,0.054,12.822,0.983,0.661,25.205,22.575,25.261,
Slipstream,l01_slipstream,Qwen,8,32,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b32_k8_isolated,44.401,19.715,0.094,23.7,1.453,0.682,46.455,40.487,47.982,
Slipstream,l01_slipstream,Qwen,8,64,ok,20260830-134348_perlmutter_33177fcb,l01_slipstream_trace-a2e8ab_b64_k8_isolated,88.44,38.367,0.207,50.187,2.638,1.036,91.663,82.064,92.311,
COMET,l01_allgather_dense,K2,16,1,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b1_k8_isolated,14.667,5.905,0.008,8.692,0.279,0.702,15.576,14.372,15.617,
COMET,l01_allgather_dense,K2,16,2,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b2_k8_isolated,17.271,6.993,0.011,10.243,0.291,0.621,18.126,17.031,17.471,
COMET,l01_allgather_dense,K2,16,4,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b4_k8_isolated,22.434,9.677,0.015,12.658,0.365,0.815,23.502,21.83,24.619,
COMET,l01_allgather_dense,K2,16,8,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b8_k8_isolated,33.665,15.011,0.036,18.725,0.407,0.919,34.672,32.671,36.044,
COMET,l01_allgather_dense,K2,16,16,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b16_k8_isolated,61.615,27.668,0.057,33.773,0.537,1.012,63.159,59.898,70.649,
COMET,l01_allgather_dense,K2,16,32,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b32_k8_isolated,114.308,52.936,0.096,61.169,0.791,1.217,115.989,105.11,126.197,
COMET,l01_allgather_dense,K2,16,64,ok,20260830-174436_perlmutter_3d1c53d9,l01_allgather_dense_trace-610042_b64_k8_isolated,219.145,100.153,0.105,118.686,1.485,2.337,222.263,202.185,243.035,
EPLB,eplb_l01,K2,16,1,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b1_k8_isolated,5.749,3.547,0.013,2.214,3.642,0.886,9.867,5.265,6.779,
EPLB,eplb_l01,K2,16,2,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b2_k8_isolated,9.078,5.049,0.017,3.772,3.668,0.793,13.23,8.509,9.321,
EPLB,eplb_l01,K2,16,4,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b4_k8_isolated,15.41,8.377,0.027,6.996,3.952,0.766,19.759,14.784,15.952,
EPLB,eplb_l01,K2,16,8,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b8_k8_isolated,27.6,14.923,0.047,12.636,4.466,0.726,32.556,25.171,29.606,
EPLB,eplb_l01,K2,16,16,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b16_k8_isolated,54.867,29.727,0.099,25.366,5.405,0.819,60.85,52.572,57.91,
EPLB,eplb_l01,K2,16,32,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b32_k8_isolated,108.9,58.937,0.209,49.806,7.702,0.898,117.311,107.094,110.691,
EPLB,eplb_l01,K2,16,64,ok,20260830-181543_perlmutter_54f921d1,eplb_l01_trace-610042_b64_k8_isolated,214.439,111.502,0.388,102.075,12.183,0.911,227.03,207.552,221.763,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,K2,16,1,ok,20260830-181153_perlmutter_0880056b,ours_l01_s1_pv2_r2_dwire_trace-610042_b1_k8_isolated,5.672,3.391,0.009,2.22,1.745,0.389,7.224,5.392,7.766,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,K2,16,2,ok,20260830-181153_perlmutter_0880056b,ours_l01_s1_pv2_r2_dwire_trace-610042_b2_k8_isolated,8.548,4.911,0.013,3.5,1.918,0.352,10.215,8.106,9.798,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,K2,16,4,ok,20260830-181153_perlmutter_0880056b,ours_l01_s1_pv2_r2_dwire_trace-610042_b4_k8_isolated,14.259,8.249,0.016,5.916,1.539,0.327,16.216,13.593,14.801,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,K2,16,8,ok,20260830-181153_perlmutter_0880056b,ours_l01_s1_pv2_r2_dwire_trace-610042_b8_k8_isolated,25.331,14.67,0.033,10.683,1.953,0.639,27.839,24.589,26.694,
OURS-dwire,ours_l01_s1_pv2_r2_dwire,K2,16,16,ok,20260830-181153_perlmutter_0880056b,ours_l01_s1_pv2_r2_dwire_trace-610042_b16_k8_isolated,49.389,27.869,0.062,21.408,3.187,0.655,52.518,47.142,51.561,
OURS-dwire,ours_l01_s1_pv2_r2_dwire_dps,K2,16,32,ok,20260830-230620_perlmutter_f3898c43,ours_l01_s1_pv2_r2_dwire_dps_trace-610042_b32_k8_isolated,93.873,53.942,0.116,39.087,5.005,0.769,99.165,92.034,95.129,"regathered 8/30pm: demand pair-sizing twin (alloc-only, handoff 30 §8)"
OURS-dwire,ours_l01_s1_pv2_r2_dwire_dps,K2,16,64,ok,20260831-011130_perlmutter_45dacd5f,ours_l01_s1_pv2_r2_dwire_dps_trace-610042_b64_k8_isolated,191.275,108.885,0.251,83.331,8.059,0.92,199.759,187.727,199.926,"regathered 8/30pm: demand pair-sizing twin (alloc-only, handoff 30 §8)"
OURS-s1,ours_l01_s1_pv2_r2,K2,16,1,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,11.257,6.819,0.016,4.415,1.011,0.336,12.613,11.156,11.43,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,2,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b2_k8_isolated,12.106,7.097,0.019,4.949,1.107,0.631,13.687,11.902,14.289,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,4,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b4_k8_isolated,13.946,7.697,0.018,6.112,1.172,0.59,15.626,13.685,15.794,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,8,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b8_k8_isolated,18.545,9.543,0.034,8.973,1.529,0.673,20.424,18.136,19.887,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,16,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b16_k8_isolated,25.523,13.082,0.055,12.204,2.169,0.827,27.916,24.122,27.568,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,32,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b32_k8_isolated,42.994,21.789,0.104,21.327,3.921,0.706,47.584,41.738,45.158,
OURS-s1,ours_l01_s1_pv2_r2,K2,16,64,ok,20260830-180110_perlmutter_e216d851,ours_l01_s1_pv2_r2_trace-610042_b64_k8_isolated,79.255,39.279,0.189,40.656,6.016,0.686,85.785,77.669,82.45,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,1,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b1_k8_isolated,11.316,6.852,0.014,4.446,1.366,0.321,14.022,11.164,11.482,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,2,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b2_k8_isolated,11.985,7.175,0.016,4.814,1.725,0.68,15.055,11.839,12.151,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,4,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b4_k8_isolated,13.781,7.897,0.025,5.878,1.924,0.536,17.061,13.63,14.897,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,8,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b8_k8_isolated,18.402,9.42,0.033,9.019,2.192,0.764,21.851,17.943,119.949,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,16,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b16_k8_isolated,25.006,13.16,0.068,11.879,2.541,0.675,28.654,23.912,271.326,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,32,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b32_k8_isolated,44.024,22.625,0.112,21.281,4.819,0.539,49.379,41.432,46.93,
OURS-s2,ours_l01_s2_swap_force_p2p_r2,K2,16,64,ok,20260830-180606_perlmutter_938abd16,ours_l01_s2_swap_force_p2p_r2_trace-610042_b64_k8_isolated,78.654,40.425,0.219,38.481,7.178,0.732,86.724,72.862,82.031,
PLL-pv2,llc_l01_s1_pv2,K2,16,1,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b1_k8_isolated,13.616,9.401,0.009,4.216,1.126,0.411,15.115,13.55,14.223,
PLL-pv2,llc_l01_s1_pv2,K2,16,2,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b2_k8_isolated,14.437,9.749,0.012,4.679,1.183,0.448,16.029,14.317,14.5,
PLL-pv2,llc_l01_s1_pv2,K2,16,4,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b4_k8_isolated,16.007,10.399,0.015,5.535,1.425,0.794,18.091,15.753,55.346,
PLL-pv2,llc_l01_s1_pv2,K2,16,8,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b8_k8_isolated,20.853,12.334,0.023,8.518,1.583,0.454,22.963,20.371,36.407,
PLL-pv2,llc_l01_s1_pv2,K2,16,16,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b16_k8_isolated,31.429,16.881,0.047,14.2,2.059,0.802,34.187,30.383,33.218,
PLL-pv2,llc_l01_s1_pv2,K2,16,32,ok,20260830-175726_perlmutter_c8cd36a7,llc_l01_s1_pv2_trace-610042_b32_k8_isolated,51.907,28.221,0.119,24.037,2.642,0.793,54.876,51.05,54.934,
PLL-pv2,llc_l01_s1_pv2,K2,16,64,ok,20260830-230822_perlmutter_3f853021,llc_l01_s1_pv2_trace-610042_b64_k8_isolated,97.478,51.232,0.203,46.867,3.949,0.755,102.14,93.721,100.543,regathered 8/30pm: pre-skip was stale (fits since 8/25 fixes)
Slipstream,l01_slipstream,K2,16,1,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b1_k8_isolated,11.666,6.864,0.01,4.799,0.696,0.65,12.881,11.511,14.427,
Slipstream,l01_slipstream,K2,16,2,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b2_k8_isolated,12.399,7.214,0.014,5.151,0.658,0.587,13.505,12.221,13.391,
Slipstream,l01_slipstream,K2,16,4,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b4_k8_isolated,15.798,8.457,0.018,7.308,0.754,0.767,17.164,15.49,16.188,
Slipstream,l01_slipstream,K2,16,8,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b8_k8_isolated,21.039,10.795,0.025,10.206,0.893,0.749,22.766,20.422,21.707,
Slipstream,l01_slipstream,K2,16,16,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b16_k8_isolated,33.781,16.684,0.058,16.983,1.153,0.876,35.553,32.771,35.486,
Slipstream,l01_slipstream,K2,16,32,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b32_k8_isolated,61.873,30.561,0.081,31.564,1.669,1.459,64.395,60.034,64.167,
Slipstream,l01_slipstream,K2,16,64,ok,20260830-175341_perlmutter_424ee00f,l01_slipstream_trace-610042_b64_k8_isolated,117.276,57.942,0.137,59.77,2.834,2.316,121.628,113.25,127.32,
COMET,l01_allgather_dense,Qwen,16,1,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b1_k8_isolated,16.001,5.749,0.01,10.105,0.349,0.67,16.954,15.586,17.048,
COMET,l01_allgather_dense,Qwen,16,2,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b2_k8_isolated,18.013,6.871,0.013,11.072,0.311,0.8,19.083,17.712,20.061,
COMET,l01_allgather_dense,Qwen,16,4,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b4_k8_isolated,23.045,9.332,0.027,13.567,0.412,0.896,24.322,22.515,24.704,
COMET,l01_allgather_dense,Qwen,16,8,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b8_k8_isolated,33.436,14.493,0.023,18.818,0.506,1.126,34.897,32.105,35.715,
COMET,l01_allgather_dense,Qwen,16,16,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b16_k8_isolated,61.204,27.628,0.059,33.168,0.733,1.245,62.935,58.019,62.408,
COMET,l01_allgather_dense,Qwen,16,32,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b32_k8_isolated,115.717,52.821,0.065,61.986,1.379,1.674,118.135,106.283,118.648,
COMET,l01_allgather_dense,Qwen,16,64,ok,20260830-182049_perlmutter_91b31b2d,l01_allgather_dense_trace-a2e8ab_b64_k8_isolated,215.057,98.718,0.069,117.578,2.322,2.368,219.244,203.16,236.058,
EPLB,eplb_l01,Qwen,16,1,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b1_k8_isolated,5.278,3.126,0.014,2.045,2.94,0.411,8.297,4.92,6.139,
EPLB,eplb_l01,Qwen,16,2,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b2_k8_isolated,8.596,4.906,0.022,3.512,2.794,0.636,11.633,8.148,9.796,
EPLB,eplb_l01,Qwen,16,4,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b4_k8_isolated,14.467,8.314,0.035,6.121,2.823,0.634,17.62,13.898,15.64,
EPLB,eplb_l01,Qwen,16,8,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b8_k8_isolated,26.423,14.762,0.07,11.753,3.906,0.688,30.506,26.014,27.259,
EPLB,eplb_l01,Qwen,16,16,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b16_k8_isolated,51.036,28.02,0.12,22.978,5.843,0.904,57.855,48.841,53.125,
EPLB,eplb_l01,Qwen,16,32,ok,20260830-184439_perlmutter_7bd4b915,eplb_l01_trace-a2e8ab_b32_k8_isolated,103.887,57.801,0.262,46.039,9.601,0.861,114.12,100.105,105.918,
