baseline,variant,model,nodes,budget_mib,status,capsule,cell_id,e2e_ms,l0_ms,act_ms,l1_ms,plan_ms,plan_comm_ms,total_ms,e2e_min,e2e_max,fail_reason
MoonEP,moonep_l01_nvshmem_getmem,K2,8,64,ok,20260824-162712_perlmutter_0d5e000e,moonep_l01_nvshmem_getmem_trace-610042_b64_k8_isolated,159.521,82.68,0.463,76.893,2.327,0.988,162.55,154.86,164.299,
PLL,llc_l01_s1,K2,8,1,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b1_k8_isolated,7.076,5.028,0.009,2.049,0.949,0.325,8.339,7.047,7.148,
PLL,llc_l01_s1,K2,8,2,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b2_k8_isolated,7.943,5.452,0.014,2.479,0.988,0.327,9.277,7.84,8.031,
PLL,llc_l01_s1,K2,8,4,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b4_k8_isolated,10.045,6.258,0.018,3.571,1.146,0.35,11.569,9.604,76.279,
PLL,llc_l01_s1,K2,8,8,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b8_k8_isolated,14.54,8.412,0.044,6.184,1.263,0.497,16.219,14.209,15.689,
PLL,llc_l01_s1,K2,8,16,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b16_k8_isolated,23.591,12.077,0.06,11.054,1.379,0.348,25.373,22.737,24.995,
PLL,llc_l01_s1,K2,8,32,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b32_k8_isolated,43.538,21.61,0.14,21.972,1.776,0.39,45.623,41.795,45.974,
PLL,llc_l01_s1,K2,8,64,ok,20260824-162308_perlmutter_5b578c99,llc_l01_s1_trace-610042_b64_k8_isolated,85.198,38.878,0.233,45.452,2.556,0.683,88.227,82.573,88.952,
Slipstream,l01_slipstream,K2,8,1,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b1_k8_isolated,6.054,2.759,0.009,3.285,0.738,0.262,6.984,5.943,6.638,
Slipstream,l01_slipstream,K2,8,2,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b2_k8_isolated,6.691,3.072,0.013,3.59,0.745,0.499,7.839,6.577,6.913,
Slipstream,l01_slipstream,K2,8,4,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b4_k8_isolated,8.619,4.107,0.02,4.349,0.786,0.533,9.815,8.282,9.487,
Slipstream,l01_slipstream,K2,8,8,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b8_k8_isolated,12.697,6.088,0.039,6.552,0.837,0.397,13.886,12.348,13.379,
Slipstream,l01_slipstream,K2,8,16,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b16_k8_isolated,22.03,10.518,0.073,11.449,0.954,0.371,23.273,21.098,23.31,
Slipstream,l01_slipstream,K2,8,32,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b32_k8_isolated,41.812,20.199,0.138,21.644,1.244,0.594,43.429,40.646,43.205,
Slipstream,l01_slipstream,K2,8,64,ok,20260824-161308_perlmutter_7e54e5ec,l01_slipstream_trace-610042_b64_k8_isolated,78.199,36.726,0.284,41.115,1.741,0.792,80.634,74.864,82.761,
Torch+GEMM,l01_torch,K2,8,1,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b1_k8_isolated,6.565,2.01,0.033,4.574,0.42,0.188,7.155,6.056,6.847,
Torch+GEMM,l01_torch,K2,8,2,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b2_k8_isolated,7.667,2.146,0.033,5.424,0.43,0.195,8.282,7.07,8.688,
Torch+GEMM,l01_torch,K2,8,4,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b4_k8_isolated,11.987,3.65,0.018,8.606,0.445,0.449,12.627,11.014,14.047,
Torch+GEMM,l01_torch,K2,8,8,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b8_k8_isolated,19.74,5.517,0.029,14.277,0.511,0.286,20.421,18.813,23.078,
Torch+GEMM,l01_torch,K2,8,16,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b16_k8_isolated,35.998,9.385,0.047,26.116,0.551,0.349,36.902,35.077,36.22,
Torch+GEMM,l01_torch,K2,8,32,ok,20260824-160733_perlmutter_4b4467e8,l01_torch_trace-610042_b32_k8_isolated,72.349,21.49,0.142,50.628,0.702,0.459,73.368,71.166,73.853,
Torch+GEMM,l01_torch,K2,8,64,pre-skipped,,,,,,,,,,,,"pre-skipped: gathered-bytes CUDA OOM/kill class (datacamp exit 143, handoff 15)"
COMET,l01_allgather_dense,Qwen,8,1,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b1_k8_isolated,6.762,2.546,0.011,4.215,0.255,0.613,7.697,6.709,7.143,
COMET,l01_allgather_dense,Qwen,8,2,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b2_k8_isolated,7.677,3.019,0.014,4.623,0.272,0.248,8.186,7.59,7.795,
COMET,l01_allgather_dense,Qwen,8,4,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b4_k8_isolated,9.926,4.203,0.029,5.635,0.304,0.519,10.632,9.577,10.599,
COMET,l01_allgather_dense,Qwen,8,8,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b8_k8_isolated,15.577,6.837,0.049,8.621,0.365,0.426,16.502,14.839,16.303,
COMET,l01_allgather_dense,Qwen,8,16,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b16_k8_isolated,27.19,12.584,0.062,14.395,0.498,0.488,28.341,26.371,28.016,
COMET,l01_allgather_dense,Qwen,8,32,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b32_k8_isolated,50.946,23.478,0.075,27.611,0.779,0.713,52.312,47.929,54.215,
COMET,l01_allgather_dense,Qwen,8,64,ok,20260824-163955_perlmutter_095c1643,l01_allgather_dense_trace-a2e8ab_b64_k8_isolated,98.241,45.314,0.325,52.44,1.488,0.803,100.247,95.082,105.846,
EPIC,epic_l01_hc_m1,Qwen,8,1,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b1_k8_isolated,6.715,4.869,0.008,1.831,2.395,0.333,9.317,6.654,7.272,
EPIC,epic_l01_hc_m1,Qwen,8,2,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b2_k8_isolated,7.846,5.386,0.014,2.451,2.4,0.347,10.428,7.7,8.264,
EPIC,epic_l01_hc_m1,Qwen,8,4,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b4_k8_isolated,10.055,6.265,0.019,3.743,2.407,0.333,12.677,9.855,10.593,
EPIC,epic_l01_hc_m1,Qwen,8,8,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b8_k8_isolated,15.025,8.616,0.041,6.495,2.458,0.339,17.688,14.758,16.44,
EPIC,epic_l01_hc_m1,Qwen,8,16,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b16_k8_isolated,25.984,13.194,0.07,12.55,3.208,0.514,29.507,24.623,27.355,
EPIC,epic_l01_hc_m1,Qwen,8,32,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b32_k8_isolated,48.726,23.842,0.122,24.869,5.021,0.511,53.912,46.627,52.477,
EPIC,epic_l01_hc_m1,Qwen,8,64,ok,20260824-164856_perlmutter_a78bf560,epic_l01_hc_m1_trace-a2e8ab_b64_k8_isolated,95.415,45.036,0.252,49.785,8.848,0.64,104.426,91.485,100.743,
EPLB,eplb_l01,Qwen,8,1,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b1_k8_isolated,4.303,2.388,0.016,1.86,2.892,0.284,7.301,4.137,4.394,
EPLB,eplb_l01,Qwen,8,2,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b2_k8_isolated,6.618,3.557,0.021,3.062,2.914,0.303,9.712,6.137,9.521,
EPLB,eplb_l01,Qwen,8,4,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b4_k8_isolated,11.384,6.127,0.031,5.271,2.812,0.636,14.379,10.695,11.9,
EPLB,eplb_l01,Qwen,8,8,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b8_k8_isolated,21.904,11.418,0.084,10.344,2.982,0.429,24.996,20.671,22.371,
EPLB,eplb_l01,Qwen,8,16,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b16_k8_isolated,40.93,20.791,0.144,19.648,3.807,0.635,44.633,39.712,42.144,
EPLB,eplb_l01,Qwen,8,32,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b32_k8_isolated,82.554,42.084,0.308,40.059,5.25,0.613,87.854,80.486,84.477,
EPLB,eplb_l01,Qwen,8,64,ok,20260824-164533_perlmutter_062d03f9,eplb_l01_trace-a2e8ab_b64_k8_isolated,162.648,84.348,0.552,77.185,9.095,0.71,171.708,159.395,165.775,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,1,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b1_k8_isolated,10.467,8.135,0.016,2.602,1.733,0.235,12.293,10.358,11.502,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,2,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b2_k8_isolated,10.455,4.478,0.022,6.025,1.691,0.285,12.266,10.181,11.896,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,4,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b4_k8_isolated,14.486,7.657,0.036,6.68,1.688,0.284,16.341,13.97,15.327,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,8,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b8_k8_isolated,21.439,11.971,0.082,9.617,1.383,0.73,23.554,20.49,22.377,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,16,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b16_k8_isolated,37.787,21.632,0.154,16.629,1.575,0.736,39.839,36.892,39.547,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,32,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b32_k8_isolated,78.11,41.262,0.303,36.873,2.103,0.717,80.803,76.04,79.965,
MoonEP,moonep_l01_nvshmem_getmem,Qwen,8,64,ok,20260824-170049_perlmutter_472b596a,moonep_l01_nvshmem_getmem_trace-a2e8ab_b64_k8_isolated,150.893,76.471,0.597,74.102,3.176,1.012,154.878,148.653,153.179,
PLL,llc_l01_s1,Qwen,8,1,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b1_k8_isolated,6.588,4.834,0.01,1.754,0.949,0.344,7.834,6.546,7.031,
PLL,llc_l01_s1,Qwen,8,2,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b2_k8_isolated,7.421,5.127,0.01,2.303,1.066,0.336,8.844,7.384,7.679,
PLL,llc_l01_s1,Qwen,8,4,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b4_k8_isolated,8.79,5.82,0.025,2.853,1.209,0.475,10.365,8.643,8.852,
PLL,llc_l01_s1,Qwen,8,8,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b8_k8_isolated,12.796,7.496,0.046,5.291,1.531,0.34,14.796,12.43,14.252,
PLL,llc_l01_s1,Qwen,8,16,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b16_k8_isolated,20.269,11.074,0.075,9.122,1.882,0.324,22.353,19.365,21.509,
PLL,llc_l01_s1,Qwen,8,32,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b32_k8_isolated,37.755,20.036,0.161,17.548,2.38,0.346,40.33,36.846,39.65,
PLL,llc_l01_s1,Qwen,8,64,ok,20260824-165749_perlmutter_f1b1c303,llc_l01_s1_trace-a2e8ab_b64_k8_isolated,71.057,36.102,0.261,35.85,3.73,0.681,75.137,68.998,74.433,
Slipstream,l01_slipstream,Qwen,8,1,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b1_k8_isolated,4.63,2.52,0.01,2.111,0.713,0.268,5.629,4.51,4.742,
Slipstream,l01_slipstream,Qwen,8,2,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b2_k8_isolated,5.503,2.825,0.018,2.657,0.73,0.596,6.667,5.232,5.725,
Slipstream,l01_slipstream,Qwen,8,4,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b4_k8_isolated,7.825,3.751,0.027,4.032,0.795,0.306,8.866,7.498,8.519,
Slipstream,l01_slipstream,Qwen,8,8,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b8_k8_isolated,12.827,5.777,0.042,7.167,0.894,0.443,14.318,12.514,15.284,
Slipstream,l01_slipstream,Qwen,8,16,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b16_k8_isolated,23.55,10.406,0.029,13.031,1.143,0.467,25.018,22.899,25.254,
Slipstream,l01_slipstream,Qwen,8,32,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b32_k8_isolated,45.356,19.599,0.109,25.672,1.62,0.729,47.617,43.876,47.534,
Slipstream,l01_slipstream,Qwen,8,64,ok,20260824-164236_perlmutter_16f98932,l01_slipstream_trace-a2e8ab_b64_k8_isolated,88.979,39.818,0.315,48.317,2.825,0.846,92.346,84.624,92.078,
Torch+GEMM,l01_torch,Qwen,8,1,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b1_k8_isolated,4.27,1.358,0.01,2.593,0.397,0.19,4.897,3.544,5.56,
Torch+GEMM,l01_torch,Qwen,8,2,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b2_k8_isolated,6.48,1.69,0.013,4.699,0.416,0.207,7.08,5.53,8.398,
Torch+GEMM,l01_torch,Qwen,8,4,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b4_k8_isolated,10.358,2.751,0.02,7.667,0.446,0.237,11.059,9.778,11.352,
Torch+GEMM,l01_torch,Qwen,8,8,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b8_k8_isolated,19.227,5.448,0.035,13.783,0.514,0.827,20.303,18.628,20.474,
Torch+GEMM,l01_torch,Qwen,8,16,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b16_k8_isolated,37.042,9.492,0.068,27.497,0.641,0.425,37.955,36.392,37.942,
Torch+GEMM,l01_torch,Qwen,8,32,ok,20260824-163741_perlmutter_901b5618,l01_torch_trace-a2e8ab_b32_k8_isolated,73.087,18.811,0.135,54.085,0.939,0.767,74.521,72.357,74.779,
Torch+GEMM,l01_torch,Qwen,8,64,pre-skipped,,,,,,,,,,,,"pre-skipped: gathered-bytes CUDA OOM/kill class (datacamp exit 143, handoff 15)"
COMET,l01_allgather_dense,K2,16,1,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b1_k8_isolated,14.362,5.732,0.008,8.575,0.281,0.718,15.295,14.238,14.638,
COMET,l01_allgather_dense,K2,16,2,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b2_k8_isolated,17.236,7.071,0.014,10.194,0.315,0.698,18.152,17.098,18.238,
COMET,l01_allgather_dense,K2,16,4,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b4_k8_isolated,22.498,9.619,0.016,12.982,0.323,0.806,23.457,22.243,23.251,
COMET,l01_allgather_dense,K2,16,8,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b8_k8_isolated,35.098,15.715,0.022,18.905,0.388,0.865,36.289,33.223,37.28,
COMET,l01_allgather_dense,K2,16,16,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b16_k8_isolated,61.331,28.03,0.063,32.775,0.51,1.088,62.731,57.833,65.211,
COMET,l01_allgather_dense,K2,16,32,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b32_k8_isolated,121.684,59.401,0.087,61.584,0.801,1.372,123.251,112.114,130.037,
COMET,l01_allgather_dense,K2,16,64,ok,20260824-162154_perlmutter_995de4bd,l01_allgather_dense_trace-610042_b64_k8_isolated,229.762,115.695,0.138,115.862,1.437,2.382,233.749,210.02,246.465,
EPIC,epic_l01_hc_m1,K2,16,1,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b1_k8_isolated,13.812,9.533,0.008,4.24,2.385,0.62,16.405,13.627,14.734,
EPIC,epic_l01_hc_m1,K2,16,2,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b2_k8_isolated,15.191,10.202,0.011,4.922,2.237,0.564,17.771,14.975,15.305,
EPIC,epic_l01_hc_m1,K2,16,4,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b4_k8_isolated,17.356,11.311,0.017,6.08,2.003,0.821,19.913,17.172,17.564,
EPIC,epic_l01_hc_m1,K2,16,8,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b8_k8_isolated,23.184,13.75,0.028,9.4,2.209,0.794,25.94,22.699,23.945,
EPIC,epic_l01_hc_m1,K2,16,16,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b16_k8_isolated,35.776,19.317,0.06,16.56,2.943,0.794,39.394,34.975,38.133,
EPIC,epic_l01_hc_m1,K2,16,32,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b32_k8_isolated,64.393,34.056,0.114,30.306,5.074,0.671,69.727,60.661,66.093,
EPIC,epic_l01_hc_m1,K2,16,64,ok,20260824-163156_perlmutter_21645f00,epic_l01_hc_m1_trace-610042_b64_k8_isolated,117.712,58.167,0.221,59.488,9.082,0.769,127.079,113.781,120.607,
EPLB,eplb_l01,K2,16,1,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b1_k8_isolated,5.555,3.312,0.013,2.167,3.764,0.661,9.748,5.403,6.387,
EPLB,eplb_l01,K2,16,2,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b2_k8_isolated,8.629,4.913,0.018,3.628,3.782,0.716,12.932,8.264,9.64,
EPLB,eplb_l01,K2,16,4,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b4_k8_isolated,15.396,8.563,0.026,6.942,4.048,0.897,19.825,14.942,15.989,
EPLB,eplb_l01,K2,16,8,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b8_k8_isolated,27.142,14.606,0.051,12.729,4.558,0.695,32.243,26.38,28.566,
EPLB,eplb_l01,K2,16,16,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b16_k8_isolated,52.852,28.287,0.122,24.606,5.576,0.75,59.047,49.509,55.733,
EPLB,eplb_l01,K2,16,32,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b32_k8_isolated,106.247,56.05,0.214,49.842,8.116,0.866,114.833,101.56,109.428,
EPLB,eplb_l01,K2,16,64,ok,20260824-162741_perlmutter_4adf476a,eplb_l01_trace-610042_b64_k8_isolated,214.396,114.901,0.485,99.712,12.752,0.723,227.513,208.047,218.016,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,1,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b1_k8_isolated,18.444,9.287,0.018,9.357,2.134,0.382,20.304,18.085,19.811,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,2,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b2_k8_isolated,22.765,8.89,0.02,13.815,1.887,0.578,24.819,22.41,25.312,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,4,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b4_k8_isolated,25.525,10.656,0.03,14.844,1.673,0.485,27.591,24.83,27.335,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,8,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b8_k8_isolated,38.702,19.834,0.058,19.106,1.882,0.747,41.219,37.615,40.138,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,16,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b16_k8_isolated,56.154,33.386,0.122,23.407,2.734,0.777,58.739,53.456,57.759,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,32,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b32_k8_isolated,96.99,58.135,0.234,38.292,2.632,1.219,100.565,93.555,98.55,
MoonEP,moonep_l01_nvshmem_getmem,K2,16,64,ok,20260824-163940_perlmutter_0b408e25,moonep_l01_nvshmem_getmem_trace-610042_b64_k8_isolated,197.335,113.345,0.46,82.922,3.724,1.957,202.295,191.171,201.835,
PLL,llc_l01_s1,K2,16,1,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b1_k8_isolated,14.004,9.621,0.009,4.343,1.13,0.433,15.525,13.881,14.244,
PLL,llc_l01_s1,K2,16,2,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b2_k8_isolated,14.969,10.097,0.013,4.837,1.184,0.428,16.712,14.884,15.384,
PLL,llc_l01_s1,K2,16,4,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b4_k8_isolated,16.971,11.072,0.02,5.826,1.397,0.479,18.911,16.664,51.566,
PLL,llc_l01_s1,K2,16,8,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b8_k8_isolated,21.431,13.013,0.035,8.328,1.565,0.68,23.425,20.913,22.303,
PLL,llc_l01_s1,K2,16,16,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b16_k8_isolated,31.586,17.577,0.064,13.865,1.981,0.735,34.129,30.625,32.65,
PLL,llc_l01_s1,K2,16,32,ok,20260824-163617_perlmutter_2b0189fb,llc_l01_s1_trace-610042_b32_k8_isolated,54.54,29.711,0.133,24.081,2.987,0.529,57.457,52.151,69.2,
PLL,llc_l01_s1_demand,K2,16,32,ok,20260825-031048_perlmutter_80022562,llc_l01_s1_demand_trace-610042_b32_k8_isolated,54.816,29.582,0.12,25.568,2.928,0.781,58.241,53.247,83.53,16n b32 demand-arm anchor (matches capacity within +1.6%)
PLL,llc_l01_s1_demand,K2,16,64,ok,20260825-031048_perlmutter_80022562,llc_l01_s1_demand_trace-610042_b64_k8_isolated,100.274,51.736,0.226,48.468,4.408,0.86,104.859,98.101,106.95,"gap-fill 2026-08-25: demand sizing + hidden-A2A skip (llc_l01_s1_demand, 611e649)"
Slipstream,l01_slipstream,K2,16,1,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b1_k8_isolated,12.388,6.747,0.012,5.675,0.817,0.416,13.625,11.92,12.779,
Slipstream,l01_slipstream,K2,16,2,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b2_k8_isolated,13.112,7.113,0.015,5.995,0.919,0.617,14.561,12.88,13.502,
Slipstream,l01_slipstream,K2,16,4,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b4_k8_isolated,15.553,8.105,0.017,7.296,0.899,0.69,16.877,15.202,16.759,
Slipstream,l01_slipstream,K2,16,8,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b8_k8_isolated,21.597,10.739,0.033,10.9,1.051,0.503,23.262,21.097,22.046,
Slipstream,l01_slipstream,K2,16,16,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b16_k8_isolated,33.556,16.588,0.066,17.016,1.262,0.843,35.424,33.048,34.605,
Slipstream,l01_slipstream,K2,16,32,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b32_k8_isolated,63.099,30.759,0.112,32.254,1.776,1.266,65.735,60.339,65.25,
Slipstream,l01_slipstream,K2,16,64,ok,20260824-162432_perlmutter_b1bac7cc,l01_slipstream_trace-610042_b64_k8_isolated,116.273,57.075,0.196,59.373,3.006,2.128,121.4,113.43,123.312,
Torch+GEMM,l01_torch,K2,16,1,ok,20260824-155001_perlmutter_8dc95910,l01_torch_trace-610042_b1_k8_isolated,6.787,2.182,0.008,4.37,0.453,0.296,7.488,5.83,9.494,
Torch+GEMM,l01_torch,K2,16,2,ok,20260824-155001_perlmutter_8dc95910,l01_torch_trace-610042_b2_k8_isolated,9.377,2.677,0.012,6.682,0.453,0.293,10.082,8.631,13.092,
Torch+GEMM,l01_torch,K2,16,4,ok,20260824-155001_perlmutter_8dc95910,l01_torch_trace-610042_b4_k8_isolated,16.309,5.051,0.02,11.29,0.523,0.35,17.133,16.071,18.933,
Torch+GEMM,l01_torch,K2,16,8,ok,20260824-155001_perlmutter_8dc95910,l01_torch_trace-610042_b8_k8_isolated,30.995,8.982,0.027,21.901,0.564,0.543,32.077,30.385,31.949,
Torch+GEMM,l01_torch,K2,16,16,ok,20260824-155001_perlmutter_8dc95910,l01_torch_trace-610042_b16_k8_isolated,60.473,17.217,0.038,43.11,0.668,0.734,61.893,59.571,61.694,
Torch+GEMM,l01_torch,K2,16,32,pre-skipped,,,,,,,,,,,,pre-skipped: gathered-bytes CUDA OOM on 40G (handoff 15/17)
Torch+GEMM,l01_torch,K2,16,64,pre-skipped,,,,,,,,,,,,pre-skipped: gathered-bytes CUDA OOM on 40G (handoff 15/17)
COMET,l01_allgather_dense,Qwen,16,1,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b1_k8_isolated,15.6,5.594,0.011,9.987,0.274,0.683,16.324,15.216,15.913,
COMET,l01_allgather_dense,Qwen,16,2,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b2_k8_isolated,17.658,6.776,0.012,10.89,0.324,0.74,18.646,17.443,20.641,
COMET,l01_allgather_dense,Qwen,16,4,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b4_k8_isolated,23.382,9.715,0.034,13.716,0.369,0.749,24.43,22.571,24.062,
COMET,l01_allgather_dense,Qwen,16,8,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b8_k8_isolated,34.724,15.612,0.032,18.366,0.506,1.112,36.128,32.219,40.376,
COMET,l01_allgather_dense,Qwen,16,16,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b16_k8_isolated,63.828,29.718,0.05,34.138,0.739,1.35,65.671,56.075,69.952,
COMET,l01_allgather_dense,Qwen,16,32,ok,20260824-165349_perlmutter_5948c807,l01_allgather_dense_trace-a2e8ab_b32_k8_isolated,122.804,59.384,0.145,60.182,1.348,1.527,125.07,106.931,128.733,
